"","sitename","date","pm25count","pm25","latitude","longitude"
"16594","44. Rajshahi, Nowdapara",2023-03-22 07:00:00,NA,NA,NA,NA
"16595","44. Rajshahi, Nowdapara",2023-03-22 08:00:00,NA,NA,NA,NA
"16596","44. Rajshahi, Nowdapara",2023-03-22 09:00:00,NA,NA,NA,NA
"16597","44. Rajshahi, Nowdapara",2023-03-22 10:00:00,NA,NA,NA,NA
"16598","44. Rajshahi, Nowdapara",2023-03-22 11:00:00,NA,NA,NA,NA
"16599","44. Rajshahi, Nowdapara",2023-03-22 12:00:00,NA,NA,NA,NA
"16600","44. Rajshahi, Nowdapara",2023-03-22 13:00:00,NA,NA,NA,NA
"16601","44. Rajshahi, Nowdapara",2023-03-22 14:00:00,NA,NA,NA,NA
"16602","44. Rajshahi, Nowdapara",2023-03-22 15:00:00,NA,NA,NA,NA
"16603","44. Rajshahi, Nowdapara",2023-03-22 16:00:00,NA,NA,NA,NA
"16604","44. Rajshahi, Nowdapara",2023-03-22 17:00:00,4,21.25,24.4055838,88.6079983
"16605","44. Rajshahi, Nowdapara",2023-03-22 18:00:00,4,28,24.4055838,88.6079983
"16606","44. Rajshahi, Nowdapara",2023-03-22 19:00:00,3,67,24.4055838,88.6079983
"16607","44. Rajshahi, Nowdapara",2023-03-22 20:00:00,3,65.6666666666667,24.4055838,88.6079983
"16608","44. Rajshahi, Nowdapara",2023-03-22 21:00:00,4,77.5,24.4055838,88.6079983
"16609","44. Rajshahi, Nowdapara",2023-03-22 22:00:00,4,86.25,24.4055838,88.6079983
"16610","44. Rajshahi, Nowdapara",2023-03-22 23:00:00,4,77,24.4055838,88.6079983
"16611","44. Rajshahi, Nowdapara",2023-03-23 00:00:00,4,81,24.4055838,88.6079983
"16612","44. Rajshahi, Nowdapara",2023-03-23 01:00:00,4,74.5,24.4055838,88.6079983
"16613","44. Rajshahi, Nowdapara",2023-03-23 02:00:00,4,66,24.4055838,88.6079983
"16614","44. Rajshahi, Nowdapara",2023-03-23 03:00:00,4,63.75,24.4055838,88.6079983
"16615","44. Rajshahi, Nowdapara",2023-03-23 04:00:00,4,66.5,24.4055838,88.6079983
"16616","44. Rajshahi, Nowdapara",2023-03-23 05:00:00,4,67.25,24.4055838,88.6079983
"16617","44. Rajshahi, Nowdapara",2023-03-23 06:00:00,4,68.25,24.4055838,88.6079983
"16618","44. Rajshahi, Nowdapara",2023-03-23 07:00:00,3,81.3333333333333,24.4055838,88.6079983
"16619","44. Rajshahi, Nowdapara",2023-03-23 08:00:00,NA,NA,NA,NA
"16620","44. Rajshahi, Nowdapara",2023-03-23 09:00:00,NA,NA,NA,NA
"16621","44. Rajshahi, Nowdapara",2023-03-23 10:00:00,4,32.5,24.4055838,88.6079983
"16622","44. Rajshahi, Nowdapara",2023-03-23 11:00:00,4,22.25,24.4055838,88.6079983
"16623","44. Rajshahi, Nowdapara",2023-03-23 12:00:00,2,43.5,24.4055838,88.6079983
"16624","44. Rajshahi, Nowdapara",2023-03-23 13:00:00,NA,NA,NA,NA
"16625","44. Rajshahi, Nowdapara",2023-03-23 14:00:00,3,19.6666666666667,24.4055838,88.6079983
"16626","44. Rajshahi, Nowdapara",2023-03-23 15:00:00,4,12.5,24.4055838,88.6079983
"16627","44. Rajshahi, Nowdapara",2023-03-23 16:00:00,4,11.25,24.4055838,88.6079983
"16628","44. Rajshahi, Nowdapara",2023-03-23 17:00:00,4,12.75,24.4055838,88.6079983
"16629","44. Rajshahi, Nowdapara",2023-03-23 18:00:00,4,18.5,24.4055838,88.6079983
"16630","44. Rajshahi, Nowdapara",2023-03-23 19:00:00,4,35.5,24.4055838,88.6079983
"16631","44. Rajshahi, Nowdapara",2023-03-23 20:00:00,4,73.75,24.4055838,88.6079983
"16632","44. Rajshahi, Nowdapara",2023-03-23 21:00:00,4,94.75,24.4055838,88.6079983
"16633","44. Rajshahi, Nowdapara",2023-03-23 22:00:00,4,96,24.4055838,88.6079983
"16634","44. Rajshahi, Nowdapara",2023-03-23 23:00:00,4,113.75,24.4055838,88.6079983
"16635","44. Rajshahi, Nowdapara",2023-03-24 00:00:00,4,110.5,24.4055838,88.6079983
"16636","44. Rajshahi, Nowdapara",2023-03-24 01:00:00,4,87,24.4055838,88.6079983
"16637","44. Rajshahi, Nowdapara",2023-03-24 02:00:00,4,69.75,24.4055838,88.6079983
"16638","44. Rajshahi, Nowdapara",2023-03-24 03:00:00,4,67.25,24.4055838,88.6079983
"16639","44. Rajshahi, Nowdapara",2023-03-24 04:00:00,4,61.5,24.4055838,88.6079983
"16640","44. Rajshahi, Nowdapara",2023-03-24 05:00:00,4,54,24.4055838,88.6079983
"16641","44. Rajshahi, Nowdapara",2023-03-24 06:00:00,3,48,24.4055838,88.6079983
"16642","44. Rajshahi, Nowdapara",2023-03-24 07:00:00,4,49.75,24.4055838,88.6079983
"16643","44. Rajshahi, Nowdapara",2023-03-24 08:00:00,4,50.75,24.4055838,88.6079983
"16644","44. Rajshahi, Nowdapara",2023-03-24 09:00:00,4,63,24.4055838,88.6079983
"16645","44. Rajshahi, Nowdapara",2023-03-24 10:00:00,4,38.5,24.4055838,88.6079983
"16646","44. Rajshahi, Nowdapara",2023-03-24 11:00:00,4,25,24.4055838,88.6079983
"16647","44. Rajshahi, Nowdapara",2023-03-24 12:00:00,4,24,24.4055838,88.6079983
"16648","44. Rajshahi, Nowdapara",2023-03-24 13:00:00,4,19,24.4055838,88.6079983
"16649","44. Rajshahi, Nowdapara",2023-03-24 14:00:00,4,17,24.4055838,88.6079983
"16650","44. Rajshahi, Nowdapara",2023-03-24 15:00:00,4,15.25,24.4055838,88.6079983
"16651","44. Rajshahi, Nowdapara",2023-03-24 16:00:00,4,16.5,24.4055838,88.6079983
"16652","44. Rajshahi, Nowdapara",2023-03-24 17:00:00,4,32.75,24.4055838,88.6079983
"16653","44. Rajshahi, Nowdapara",2023-03-24 18:00:00,4,112.25,24.4055838,88.6079983
"16654","44. Rajshahi, Nowdapara",2023-03-24 19:00:00,4,106.25,24.4055838,88.6079983
"16655","44. Rajshahi, Nowdapara",2023-03-24 20:00:00,3,57.6666666666667,24.4055838,88.6079983
"16656","44. Rajshahi, Nowdapara",2023-03-24 21:00:00,4,49.25,24.4055838,88.6079983
"16657","44. Rajshahi, Nowdapara",2023-03-24 22:00:00,4,53,24.4055838,88.6079983
"16658","44. Rajshahi, Nowdapara",2023-03-24 23:00:00,4,57,24.4055838,88.6079983
"16659","44. Rajshahi, Nowdapara",2023-03-25 00:00:00,4,53.75,24.4055838,88.6079983
"16660","44. Rajshahi, Nowdapara",2023-03-25 01:00:00,4,55.5,24.4055838,88.6079983
"16661","44. Rajshahi, Nowdapara",2023-03-25 02:00:00,4,62.25,24.4055838,88.6079983
"16662","44. Rajshahi, Nowdapara",2023-03-25 03:00:00,4,63.75,24.4055838,88.6079983
"16663","44. Rajshahi, Nowdapara",2023-03-25 04:00:00,4,72.75,24.4055838,88.6079983
"16664","44. Rajshahi, Nowdapara",2023-03-25 05:00:00,4,82.25,24.4055838,88.6079983
"16665","44. Rajshahi, Nowdapara",2023-03-25 06:00:00,4,89.5,24.4055838,88.6079983
"16666","44. Rajshahi, Nowdapara",2023-03-25 07:00:00,4,79,24.4055838,88.6079983
"16667","44. Rajshahi, Nowdapara",2023-03-25 08:00:00,3,42.3333333333333,24.4055838,88.6079983
"16668","44. Rajshahi, Nowdapara",2023-03-25 09:00:00,4,43.5,24.4055838,88.6079983
"16669","44. Rajshahi, Nowdapara",2023-03-25 10:00:00,4,28,24.4055838,88.6079983
"16670","44. Rajshahi, Nowdapara",2023-03-25 11:00:00,4,37.5,24.4055838,88.6079983
"16671","44. Rajshahi, Nowdapara",2023-03-25 12:00:00,4,36.75,24.4055838,88.6079983
"16672","44. Rajshahi, Nowdapara",2023-03-25 13:00:00,4,37,24.4055838,88.6079983
"16673","44. Rajshahi, Nowdapara",2023-03-25 14:00:00,4,44.25,24.4055838,88.6079983
"16674","44. Rajshahi, Nowdapara",2023-03-25 15:00:00,4,32.5,24.4055838,88.6079983
"16675","44. Rajshahi, Nowdapara",2023-03-25 16:00:00,4,53.5,24.4055838,88.6079983
"16676","44. Rajshahi, Nowdapara",2023-03-25 17:00:00,3,61,24.4055838,88.6079983
"16677","44. Rajshahi, Nowdapara",2023-03-25 18:00:00,4,106.25,24.4055838,88.6079983
"16678","44. Rajshahi, Nowdapara",2023-03-25 19:00:00,4,75.25,24.4055838,88.6079983
"16679","44. Rajshahi, Nowdapara",2023-03-25 20:00:00,4,45,24.4055838,88.6079983
"16680","44. Rajshahi, Nowdapara",2023-03-25 21:00:00,4,45.5,24.4055838,88.6079983
"16681","44. Rajshahi, Nowdapara",2023-03-25 22:00:00,4,47.75,24.4055838,88.6079983
"16682","44. Rajshahi, Nowdapara",2023-03-25 23:00:00,3,47,24.4055838,88.6079983
"16683","44. Rajshahi, Nowdapara",2023-03-26 00:00:00,4,39,24.4055838,88.6079983
"16684","44. Rajshahi, Nowdapara",2023-03-26 01:00:00,4,36.25,24.4055838,88.6079983
"16685","44. Rajshahi, Nowdapara",2023-03-26 02:00:00,4,32.25,24.4055838,88.6079983
"16686","44. Rajshahi, Nowdapara",2023-03-26 03:00:00,4,38.25,24.4055838,88.6079983
"16687","44. Rajshahi, Nowdapara",2023-03-26 04:00:00,4,62.5,24.4055838,88.6079983
"16688","44. Rajshahi, Nowdapara",2023-03-26 05:00:00,4,68.75,24.4055838,88.6079983
"16689","44. Rajshahi, Nowdapara",2023-03-26 06:00:00,4,52.5,24.4055838,88.6079983
"16690","44. Rajshahi, Nowdapara",2023-03-26 07:00:00,4,40.25,24.4055838,88.6079983
"16691","44. Rajshahi, Nowdapara",2023-03-26 08:00:00,4,43.25,24.4055838,88.6079983
"16692","44. Rajshahi, Nowdapara",2023-03-26 09:00:00,4,33,24.4055838,88.6079983
"16693","44. Rajshahi, Nowdapara",2023-03-26 10:00:00,4,32.25,24.4055838,88.6079983
"16694","44. Rajshahi, Nowdapara",2023-03-26 11:00:00,4,42.25,24.4055838,88.6079983
"16695","44. Rajshahi, Nowdapara",2023-03-26 12:00:00,4,44,24.4055838,88.6079983
"16696","44. Rajshahi, Nowdapara",2023-03-26 13:00:00,4,24.75,24.4055838,88.6079983
"16697","44. Rajshahi, Nowdapara",2023-03-26 14:00:00,4,21.5,24.4055838,88.6079983
"16698","44. Rajshahi, Nowdapara",2023-03-26 15:00:00,4,22,24.4055838,88.6079983
"16699","44. Rajshahi, Nowdapara",2023-03-26 16:00:00,3,26.3333333333333,24.4055838,88.6079983
"16700","44. Rajshahi, Nowdapara",2023-03-26 17:00:00,4,63.5,24.4055838,88.6079983
"16701","44. Rajshahi, Nowdapara",2023-03-26 18:00:00,4,88.25,24.4055838,88.6079983
"16702","44. Rajshahi, Nowdapara",2023-03-26 19:00:00,4,129.75,24.4055838,88.6079983
"16703","44. Rajshahi, Nowdapara",2023-03-26 20:00:00,4,137.75,24.4055838,88.6079983
"16704","44. Rajshahi, Nowdapara",2023-03-26 21:00:00,4,73.5,24.4055838,88.6079983
"16705","44. Rajshahi, Nowdapara",2023-03-26 22:00:00,2,46,24.4055838,88.6079983
"16706","44. Rajshahi, Nowdapara",2023-03-26 23:00:00,2,19.5,24.4055838,88.6079983
"16707","44. Rajshahi, Nowdapara",2023-03-27 00:00:00,4,22.25,24.4055838,88.6079983
"16708","44. Rajshahi, Nowdapara",2023-03-27 01:00:00,4,23,24.4055838,88.6079983
"16709","44. Rajshahi, Nowdapara",2023-03-27 02:00:00,4,23,24.4055838,88.6079983
"16710","44. Rajshahi, Nowdapara",2023-03-27 03:00:00,4,23.5,24.4055838,88.6079983
"16711","44. Rajshahi, Nowdapara",2023-03-27 04:00:00,4,28.25,24.4055838,88.6079983
"16712","44. Rajshahi, Nowdapara",2023-03-27 05:00:00,4,30.25,24.4055838,88.6079983
"16713","44. Rajshahi, Nowdapara",2023-03-27 06:00:00,4,37,24.4055838,88.6079983
"16714","44. Rajshahi, Nowdapara",2023-03-27 07:00:00,4,49,24.4055838,88.6079983
"16715","44. Rajshahi, Nowdapara",2023-03-27 08:00:00,4,44.5,24.4055838,88.6079983
"16716","44. Rajshahi, Nowdapara",2023-03-27 09:00:00,3,46.6666666666667,24.4055838,88.6079983
"16717","44. Rajshahi, Nowdapara",2023-03-27 10:00:00,4,33.25,24.4055838,88.6079983
"16718","44. Rajshahi, Nowdapara",2023-03-27 11:00:00,4,23.5,24.4055838,88.6079983
"16719","44. Rajshahi, Nowdapara",2023-03-27 12:00:00,4,34.25,24.4055838,88.6079983
"16720","44. Rajshahi, Nowdapara",2023-03-27 13:00:00,4,17.5,24.4055838,88.6079983
"16721","44. Rajshahi, Nowdapara",2023-03-27 14:00:00,4,13.25,24.4055838,88.6079983
"16722","44. Rajshahi, Nowdapara",2023-03-27 15:00:00,4,12,24.4055838,88.6079983
"16723","44. Rajshahi, Nowdapara",2023-03-27 16:00:00,3,12.3333333333333,24.4055838,88.6079983
"16724","44. Rajshahi, Nowdapara",2023-03-27 17:00:00,4,19.75,24.4055838,88.6079983
"16725","44. Rajshahi, Nowdapara",2023-03-27 18:00:00,4,42,24.4055838,88.6079983
"16726","44. Rajshahi, Nowdapara",2023-03-27 19:00:00,4,71.5,24.4055838,88.6079983
"16727","44. Rajshahi, Nowdapara",2023-03-27 20:00:00,4,40.75,24.4055838,88.6079983
"16728","44. Rajshahi, Nowdapara",2023-03-27 21:00:00,4,52.5,24.4055838,88.6079983
"16729","44. Rajshahi, Nowdapara",2023-03-27 22:00:00,4,54.75,24.4055838,88.6079983
"16730","44. Rajshahi, Nowdapara",2023-03-27 23:00:00,4,52.25,24.4055838,88.6079983
"16731","44. Rajshahi, Nowdapara",2023-03-28 00:00:00,4,45.5,24.4055838,88.6079983
"16732","44. Rajshahi, Nowdapara",2023-03-28 01:00:00,4,47.5,24.4055838,88.6079983
"16733","44. Rajshahi, Nowdapara",2023-03-28 02:00:00,4,52.75,24.4055838,88.6079983
"16734","44. Rajshahi, Nowdapara",2023-03-28 03:00:00,4,57.5,24.4055838,88.6079983
"16735","44. Rajshahi, Nowdapara",2023-03-28 04:00:00,4,63.75,24.4055838,88.6079983
"16736","44. Rajshahi, Nowdapara",2023-03-28 05:00:00,4,53.5,24.4055838,88.6079983
"16737","44. Rajshahi, Nowdapara",2023-03-28 06:00:00,4,49.75,24.4055838,88.6079983
"16738","44. Rajshahi, Nowdapara",2023-03-28 07:00:00,4,49.75,24.4055838,88.6079983
"16739","44. Rajshahi, Nowdapara",2023-03-28 08:00:00,4,36.5,24.4055838,88.6079983
"16740","44. Rajshahi, Nowdapara",2023-03-28 09:00:00,4,21.75,24.4055838,88.6079983
"16741","44. Rajshahi, Nowdapara",2023-03-28 10:00:00,4,19.75,24.4055838,88.6079983
"16742","44. Rajshahi, Nowdapara",2023-03-28 11:00:00,2,16,24.4055838,88.6079983
"16743","44. Rajshahi, Nowdapara",2023-03-28 12:00:00,4,23.25,24.4055838,88.6079983
"16744","44. Rajshahi, Nowdapara",2023-03-28 13:00:00,4,11.5,24.4055838,88.6079983
"16745","44. Rajshahi, Nowdapara",2023-03-28 14:00:00,4,13.25,24.4055838,88.6079983
"16746","44. Rajshahi, Nowdapara",2023-03-28 15:00:00,4,10,24.4055838,88.6079983
"16747","44. Rajshahi, Nowdapara",2023-03-28 16:00:00,3,12,24.4055838,88.6079983
"16748","44. Rajshahi, Nowdapara",2023-03-28 17:00:00,4,37.25,24.4055838,88.6079983
"16749","44. Rajshahi, Nowdapara",2023-03-28 18:00:00,4,42.25,24.4055838,88.6079983
"16750","44. Rajshahi, Nowdapara",2023-03-28 19:00:00,4,37.25,24.4055838,88.6079983
"16751","44. Rajshahi, Nowdapara",2023-03-28 20:00:00,4,37.25,24.4055838,88.6079983
"16752","44. Rajshahi, Nowdapara",2023-03-28 21:00:00,4,39.5,24.4055838,88.6079983
"16753","44. Rajshahi, Nowdapara",2023-03-28 22:00:00,3,50,24.4055838,88.6079983
"16754","44. Rajshahi, Nowdapara",2023-03-28 23:00:00,3,55.6666666666667,24.4055838,88.6079983
"16755","44. Rajshahi, Nowdapara",2023-03-29 00:00:00,4,59,24.4055838,88.6079983
"16756","44. Rajshahi, Nowdapara",2023-03-29 01:00:00,4,65.5,24.4055838,88.6079983
"16757","44. Rajshahi, Nowdapara",2023-03-29 02:00:00,4,68.25,24.4055838,88.6079983
"16758","44. Rajshahi, Nowdapara",2023-03-29 03:00:00,4,64,24.4055838,88.6079983
"16759","44. Rajshahi, Nowdapara",2023-03-29 04:00:00,4,77,24.4055838,88.6079983
"16760","44. Rajshahi, Nowdapara",2023-03-29 05:00:00,4,78.5,24.4055838,88.6079983
"16761","44. Rajshahi, Nowdapara",2023-03-29 06:00:00,4,40.5,24.4055838,88.6079983
"16762","44. Rajshahi, Nowdapara",2023-03-29 07:00:00,4,16.75,24.4055838,88.6079983
"16763","44. Rajshahi, Nowdapara",2023-03-29 08:00:00,4,23.75,24.4055838,88.6079983
"16764","44. Rajshahi, Nowdapara",2023-03-29 09:00:00,4,26.25,24.4055838,88.6079983
"16765","44. Rajshahi, Nowdapara",2023-03-29 10:00:00,4,18.5,24.4055838,88.6079983
"16766","44. Rajshahi, Nowdapara",2023-03-29 11:00:00,4,29.5,24.4055838,88.6079983
"16767","44. Rajshahi, Nowdapara",2023-03-29 12:00:00,4,28.25,24.4055838,88.6079983
"16768","44. Rajshahi, Nowdapara",2023-03-29 13:00:00,4,22.25,24.4055838,88.6079983
"16769","44. Rajshahi, Nowdapara",2023-03-29 14:00:00,4,18.5,24.4055838,88.6079983
"16770","44. Rajshahi, Nowdapara",2023-03-29 15:00:00,4,17.25,24.4055838,88.6079983
"16771","44. Rajshahi, Nowdapara",2023-03-29 16:00:00,4,14,24.4055838,88.6079983
"16772","44. Rajshahi, Nowdapara",2023-03-29 17:00:00,4,25.25,24.4055838,88.6079983
"16773","44. Rajshahi, Nowdapara",2023-03-29 18:00:00,4,60.75,24.4055838,88.6079983
"16774","44. Rajshahi, Nowdapara",2023-03-29 19:00:00,4,62.75,24.4055838,88.6079983
"16775","44. Rajshahi, Nowdapara",2023-03-29 20:00:00,1,56,24.4055838,88.6079983
"16776","44. Rajshahi, Nowdapara",2023-03-29 21:00:00,4,49.5,24.4055838,88.6079983
"16777","44. Rajshahi, Nowdapara",2023-03-29 22:00:00,4,46.25,24.4055838,88.6079983
"16778","44. Rajshahi, Nowdapara",2023-03-29 23:00:00,4,35.75,24.4055838,88.6079983
"16779","44. Rajshahi, Nowdapara",2023-03-30 00:00:00,4,32,24.4055838,88.6079983
"16780","44. Rajshahi, Nowdapara",2023-03-30 01:00:00,4,30,24.4055838,88.6079983
"16781","44. Rajshahi, Nowdapara",2023-03-30 02:00:00,4,26.75,24.4055838,88.6079983
"16782","44. Rajshahi, Nowdapara",2023-03-30 03:00:00,4,29.75,24.4055838,88.6079983
"16783","44. Rajshahi, Nowdapara",2023-03-30 04:00:00,4,29.25,24.4055838,88.6079983
"16784","44. Rajshahi, Nowdapara",2023-03-30 05:00:00,4,26.5,24.4055838,88.6079983
"16785","44. Rajshahi, Nowdapara",2023-03-30 06:00:00,4,21,24.4055838,88.6079983
"16786","44. Rajshahi, Nowdapara",2023-03-30 07:00:00,4,21.25,24.4055838,88.6079983
"16787","44. Rajshahi, Nowdapara",2023-03-30 08:00:00,4,22.5,24.4055838,88.6079983
"16788","44. Rajshahi, Nowdapara",2023-03-30 09:00:00,3,24.6666666666667,24.4055838,88.6079983
"16789","44. Rajshahi, Nowdapara",2023-03-30 10:00:00,3,22,24.4055838,88.6079983
"16790","44. Rajshahi, Nowdapara",2023-03-30 11:00:00,4,29,24.4055838,88.6079983
"16791","44. Rajshahi, Nowdapara",2023-03-30 12:00:00,4,35,24.4055838,88.6079983
"16792","44. Rajshahi, Nowdapara",2023-03-30 13:00:00,4,28.75,24.4055838,88.6079983
"16793","44. Rajshahi, Nowdapara",2023-03-30 14:00:00,4,34.75,24.4055838,88.6079983
"16794","44. Rajshahi, Nowdapara",2023-03-30 15:00:00,3,39,24.4055838,88.6079983
"16795","44. Rajshahi, Nowdapara",2023-03-30 16:00:00,4,50.25,24.4055838,88.6079983
"16796","44. Rajshahi, Nowdapara",2023-03-30 17:00:00,3,77.3333333333333,24.4055838,88.6079983
"16797","44. Rajshahi, Nowdapara",2023-03-30 18:00:00,4,66.75,24.4055838,88.6079983
"16798","44. Rajshahi, Nowdapara",2023-03-30 19:00:00,4,51.75,24.4055838,88.6079983
"16799","44. Rajshahi, Nowdapara",2023-03-30 20:00:00,4,49,24.4055838,88.6079983
"16800","44. Rajshahi, Nowdapara",2023-03-30 21:00:00,4,51.25,24.4055838,88.6079983
"16801","44. Rajshahi, Nowdapara",2023-03-30 22:00:00,4,43.25,24.4055838,88.6079983
"16802","44. Rajshahi, Nowdapara",2023-03-30 23:00:00,3,31,24.4055838,88.6079983
"16803","44. Rajshahi, Nowdapara",2023-03-31 00:00:00,NA,NA,NA,NA
"16804","44. Rajshahi, Nowdapara",2023-03-31 01:00:00,2,9.5,24.4055838,88.6079983
"16805","44. Rajshahi, Nowdapara",2023-03-31 02:00:00,4,9.5,24.4055838,88.6079983
"16806","44. Rajshahi, Nowdapara",2023-03-31 03:00:00,4,12.75,24.4055838,88.6079983
"16807","44. Rajshahi, Nowdapara",2023-03-31 04:00:00,4,15.75,24.4055838,88.6079983
"16808","44. Rajshahi, Nowdapara",2023-03-31 05:00:00,4,20.5,24.4055838,88.6079983
"16809","44. Rajshahi, Nowdapara",2023-03-31 06:00:00,4,14.5,24.4055838,88.6079983
"16810","44. Rajshahi, Nowdapara",2023-03-31 07:00:00,4,19,24.4055838,88.6079983
"16811","44. Rajshahi, Nowdapara",2023-03-31 08:00:00,4,22,24.4055838,88.6079983
"16812","44. Rajshahi, Nowdapara",2023-03-31 09:00:00,4,20.25,24.4055838,88.6079983
"16813","44. Rajshahi, Nowdapara",2023-03-31 10:00:00,4,20.5,24.4055838,88.6079983
"16814","44. Rajshahi, Nowdapara",2023-03-31 11:00:00,2,73.5,24.4055838,88.6079983
"16815","44. Rajshahi, Nowdapara",2023-03-31 12:00:00,4,46.75,24.4055838,88.6079983
"16816","44. Rajshahi, Nowdapara",2023-03-31 13:00:00,3,43.6666666666667,24.4055838,88.6079983
"16817","44. Rajshahi, Nowdapara",2023-03-31 14:00:00,4,42,24.4055838,88.6079983
"16818","44. Rajshahi, Nowdapara",2023-03-31 15:00:00,4,36.25,24.4055838,88.6079983
"16819","44. Rajshahi, Nowdapara",2023-03-31 16:00:00,4,62.5,24.4055838,88.6079983
"16820","44. Rajshahi, Nowdapara",2023-03-31 17:00:00,4,61.75,24.4055838,88.6079983
"16821","44. Rajshahi, Nowdapara",2023-03-31 18:00:00,4,76.5,24.4055838,88.6079983
"16822","44. Rajshahi, Nowdapara",2023-03-31 19:00:00,4,48,24.4055838,88.6079983
"16823","44. Rajshahi, Nowdapara",2023-03-31 20:00:00,4,43,24.4055838,88.6079983
"16824","44. Rajshahi, Nowdapara",2023-03-31 21:00:00,4,48,24.4055838,88.6079983
"16825","44. Rajshahi, Nowdapara",2023-03-31 22:00:00,4,50,24.4055838,88.6079983
"16826","44. Rajshahi, Nowdapara",2023-03-31 23:00:00,4,44.25,24.4055838,88.6079983
"16827","44. Rajshahi, Nowdapara",2023-04-01 00:00:00,4,43.75,24.4055838,88.6079983
"16828","44. Rajshahi, Nowdapara",2023-04-01 01:00:00,4,46,24.4055838,88.6079983
"16829","44. Rajshahi, Nowdapara",2023-04-01 02:00:00,4,49,24.4055838,88.6079983
"16830","44. Rajshahi, Nowdapara",2023-04-01 03:00:00,4,50,24.4055838,88.6079983
"16831","44. Rajshahi, Nowdapara",2023-04-01 04:00:00,4,34.25,24.4055838,88.6079983
"16832","44. Rajshahi, Nowdapara",2023-04-01 05:00:00,4,28.75,24.4055838,88.6079983
"16833","44. Rajshahi, Nowdapara",2023-04-01 06:00:00,4,30.5,24.4055838,88.6079983
"16834","44. Rajshahi, Nowdapara",2023-04-01 07:00:00,4,38,24.4055838,88.6079983
"16835","44. Rajshahi, Nowdapara",2023-04-01 08:00:00,3,57,24.4055838,88.6079983
"16836","44. Rajshahi, Nowdapara",2023-04-01 09:00:00,2,38,24.4055838,88.6079983
"16837","44. Rajshahi, Nowdapara",2023-04-01 10:00:00,4,39,24.4055838,88.6079983
"16838","44. Rajshahi, Nowdapara",2023-04-01 11:00:00,4,38,24.4055838,88.6079983
"16839","44. Rajshahi, Nowdapara",2023-04-01 12:00:00,4,42,24.4055838,88.6079983
"16840","44. Rajshahi, Nowdapara",2023-04-01 13:00:00,4,28.75,24.4055838,88.6079983
"16841","44. Rajshahi, Nowdapara",2023-04-01 14:00:00,3,16.6666666666667,24.4055838,88.6079983
"16842","44. Rajshahi, Nowdapara",2023-04-01 15:00:00,2,12,24.4055838,88.6079983
"16843","44. Rajshahi, Nowdapara",2023-04-01 16:00:00,3,13.6666666666667,24.4055838,88.6079983
"16844","44. Rajshahi, Nowdapara",2023-04-01 17:00:00,4,29.25,24.4055838,88.6079983
"16845","44. Rajshahi, Nowdapara",2023-04-01 18:00:00,4,57.25,24.4055838,88.6079983
"16846","44. Rajshahi, Nowdapara",2023-04-01 19:00:00,4,35.25,24.4055838,88.6079983
"16847","44. Rajshahi, Nowdapara",2023-04-01 20:00:00,4,25.75,24.4055838,88.6079983
"16848","44. Rajshahi, Nowdapara",2023-04-01 21:00:00,4,27.25,24.4055838,88.6079983
"16849","44. Rajshahi, Nowdapara",2023-04-01 22:00:00,4,32.25,24.4055838,88.6079983
"16850","44. Rajshahi, Nowdapara",2023-04-01 23:00:00,4,34,24.4055838,88.6079983
"16851","44. Rajshahi, Nowdapara",2023-04-02 00:00:00,4,31.75,24.4055838,88.6079983
"16852","44. Rajshahi, Nowdapara",2023-04-02 01:00:00,4,30.5,24.4055838,88.6079983
"16853","44. Rajshahi, Nowdapara",2023-04-02 02:00:00,4,30.5,24.4055838,88.6079983
"16854","44. Rajshahi, Nowdapara",2023-04-02 03:00:00,4,30.25,24.4055838,88.6079983
"16855","44. Rajshahi, Nowdapara",2023-04-02 04:00:00,4,33.25,24.4055838,88.6079983
"16856","44. Rajshahi, Nowdapara",2023-04-02 05:00:00,4,35.5,24.4055838,88.6079983
"16857","44. Rajshahi, Nowdapara",2023-04-02 06:00:00,4,36,24.4055838,88.6079983
"16858","44. Rajshahi, Nowdapara",2023-04-02 07:00:00,4,37.5,24.4055838,88.6079983
"16859","44. Rajshahi, Nowdapara",2023-04-02 08:00:00,4,24.75,24.4055838,88.6079983
"16860","44. Rajshahi, Nowdapara",2023-04-02 09:00:00,4,16,24.4055838,88.6079983
"16861","44. Rajshahi, Nowdapara",2023-04-02 10:00:00,4,14.5,24.4055838,88.6079983
"16862","44. Rajshahi, Nowdapara",2023-04-02 11:00:00,4,18.5,24.4055838,88.6079983
"16863","44. Rajshahi, Nowdapara",2023-04-02 12:00:00,4,29,24.4055838,88.6079983
"16864","44. Rajshahi, Nowdapara",2023-04-02 13:00:00,4,15.75,24.4055838,88.6079983
"16865","44. Rajshahi, Nowdapara",2023-04-02 14:00:00,4,16.5,24.4055838,88.6079983
"16866","44. Rajshahi, Nowdapara",2023-04-02 15:00:00,4,21.75,24.4055838,88.6079983
"16867","44. Rajshahi, Nowdapara",2023-04-02 16:00:00,4,27.25,24.4055838,88.6079983
"16868","44. Rajshahi, Nowdapara",2023-04-02 17:00:00,4,44.5,24.4055838,88.6079983
"16869","44. Rajshahi, Nowdapara",2023-04-02 18:00:00,3,NA,24.4055838,88.6079983
"16870","44. Rajshahi, Nowdapara",2023-04-02 19:00:00,4,66.25,24.4055838,88.6079983
